-1.029306, 0.801927
-1.021429, 0.700829
-1.015735, 0.597966
-0.964376, 0.497579
-0.883050, 0.393484
-0.775057, 0.295858
-0.672758, 0.209866
-0.556233, 0.143567
-0.446170, 0.095114
-0.311003, 0.047016
-0.194782, 0.023684
-0.080220, 0.034506
0.019901, 0.036139
0.121794, 0.032161
0.224962, 0.016013
0.327192, 0.006622
0.446939, -0.020123
0.555102, -0.031443
0.660135, -0.040510
0.760717, -0.061245
0.870733, -0.064909
0.979975, -0.084958
1.104721, -0.099870
1.221425, -0.105248
1.323818, -0.117309
1.452266, -0.135007
1.553409, -0.150621
1.657210, -0.156231
1.767687, -0.148252
1.880753, -0.100067
1.988392, -0.027796
2.091819, 0.041643
2.220819, 0.093522
2.328691, 0.141320
2.442552, 0.185371
2.549812, 0.234877
2.671248, 0.313321
2.758413, 0.423978
2.808533, 0.527222
2.910100, 0.635272
3.005950, 0.738644
3.063496, 0.848740
3.154397, 0.960729
3.231024, 1.061947
3.308678, 1.165600
3.391099, 1.274523
3.457225, 1.382751
3.552995, 1.489199
3.607704, 1.600150
3.701202, 1.714174
3.782669, 1.824815
3.864067, 1.939555
3.940821, 2.060303
4.015825, 2.173308
4.084880, 2.285811
4.128024, 2.401448
4.180652, 2.511170
4.233032, 2.613106
4.276509, 2.720775
4.299999, 2.821427
4.323922, 2.930525
4.341374, 3.044345
4.330920, 3.167590
4.330268, 3.277346
4.320192, 3.381844
4.289321, 3.488710
4.259421, 3.593848
4.224079, 3.701697
4.182555, 3.820716
4.123270, 3.922057
4.062087, 4.023940
3.994024, 4.127167
3.883265, 4.234837
3.809467, 4.335513
3.755271, 4.439513
3.652026, 4.550904
3.547340, 4.658397
3.445378, 4.759232
3.332546, 4.793061
3.208024, 4.829116
3.090834, 4.859321
2.967862, 4.874572
2.865005, 4.904345
2.758223, 4.942822
2.647867, 4.968797
2.547524, 5.011592
2.443226, 5.048549
2.342467, 5.073911
2.234711, 5.105599
2.115407, 5.150589
2.014093, 5.177197
1.898588, 5.210579
1.791131, 5.242281
1.676077, 5.270945
1.574379, 5.299719
1.471359, 5.323402
1.355319, 5.356771
1.249325, 5.374945
1.140817, 5.406500
1.021285, 5.421466
0.910961, 5.414170
0.807448, 5.395891
0.696253, 5.371107
0.587228, 5.340800
0.486395, 5.318978
0.371593, 5.307855
0.267492, 5.290837
0.161904, 5.272551
0.055341, 5.255688
-0.063924, 5.239646
-0.165134, 5.196997
-0.269843, 5.125247
-0.384498, 5.024987
-0.462513, 4.912205
-0.518198, 4.808351
-0.535844, 4.705674
-0.597001, 4.600084
-0.665467, 4.482821
-0.723852, 4.374007
-0.791173, 4.272514
-0.829157, 4.164048
-0.871010, 4.061075
-0.891697, 3.954691
-0.907153, 3.841883
-0.920853, 3.733102
-0.922907, 3.630893
-0.928355, 3.513441
-0.970147, 3.409810
-0.970708, 3.300950
-0.972293, 3.200345
-0.981098, 3.089639
-0.999910, 2.978412
-1.016272, 2.877177
-1.032283, 2.767138
-1.031008, 2.664795
-1.019859, 2.553038
-1.002579, 2.439615
-0.973704, 2.334289
-0.940167, 2.226650
-0.905459, 2.124646
-0.886445, 2.019172
-0.860434, 1.916612
-0.807052, 1.808465
-0.745501, 1.690087
-0.688776, 1.585199
-0.647464, 1.480485
-0.569574, 1.372653
-0.471780, 1.270013
-0.398006, 1.155669
-0.335482, 1.054336
-0.268542, 0.937113
-0.162960, 0.824902
-0.059929, 0.743532
0.043241, 0.690857
0.149708, 0.647371
0.252742, 0.618471
0.357935, 0.600213
0.470156, 0.528360
0.580915, 0.475412
0.697970, 0.457828
0.799407, 0.413611
0.899449, 0.386610
1.007141, 0.359043
1.110524, 0.369700
1.222051, 0.383373
1.338051, 0.425109
1.446581, 0.468966
1.558353, 0.556451
1.660266, 0.651485
1.771764, 0.703846
